Passenger_count,Trip_distance,Fare_amount,Tip_amount,Total_amount
1,3.37,15,3.26,19.56
2,1.57,9.5,0,10.8
1,5.48,20.5,0,21.8
1,2.06,9.5,0,10.8
1,7.78,22,0,23.3
1,2.75,12,0,13.3
1,5.46,17,3.66,21.96
1,8.93,27.5,7.2,36
1,2.83,12.5,2.76,16.56
1,0.96,6,0,7.3
1,0.93,5.5,0,6.8
1,3.97,15.5,2,18.8
1,0,30,6,36
1,1.87,8.5,1,10.8
1,6.41,22,4.66,27.96
5,1.31,7.5,2,10.8
1,5.61,20,4.26,25.56
1,2.53,12,0,13.3
2,1.58,8,0,9.3
1,5.49,18.5,3.96,23.76
1,0.64,5.5,0,6.8
1,3.38,14,3.82,19.12
1,1.46,8,0,9.3
6,2.72,11,2.46,14.76
1,3.91,15.5,3.36,20.16
1,0.7,5,1.89,8.19
1,1.25,7,0,8.3
1,1.51,7.5,0,8.8
1,2.23,9.5,0,10.8
1,7.89,25,0,31.84
1,7.03,20.5,0,21.8
1,6.46,22,5.82,29.12
5,1.4,7.5,0,8.8
1,2.54,11.5,0,12.8
1,0,2.5,0,3.8
1,1.85,8,2.79,12.09
1,2.3,11,2.46,14.76
1,2.53,11.5,0,12.8
1,3.84,14,0,15.3
1,9.92,29,0,29.5
1,0,9,0,9
5,1.85,8.5,0,9.8
1,0.72,5,0,6.3
1,1.12,8,0,9.3
5,3.81,16.5,3.56,21.36
1,2.93,13,0,14.3
2,10.88,35,0,35
1,5.16,16.5,4.45,22.25
1,3.2,12.5,0,13.8
1,3.7,12.5,3.45,17.25
1,2.98,11,0,12.3
1,3.61,14.5,0,15.8
2,6.7,22.5,0,23.8
1,3.93,17,3.66,21.96
5,1.82,8.5,0,9.8
1,1.95,8.5,1.96,11.76
1,6.4,21.5,0,22.8
1,3.99,17,3.66,21.96
1,4.04,16,0.22,17.52
1,5.21,17.5,0,18.8
5,1.8,10,2.26,13.56
1,0.77,5,0,6.3
1,9.7,29.5,7.27,43.61
1,1.77,8.5,0,9.8
1,1.12,7.5,2.2,11
1,1.04,5.5,0,6.8
1,0.65,5.5,0,6.8
1,1.59,7,0,8.3
1,1,6.5,0,7.8
1,2.91,12.5,0,13.8
1,4.34,15.5,0,16.8
1,2.55,10.5,2.36,14.16
3,1.9,10,0,11.3
1,2.1,10.5,3.54,15.34
1,3.67,14.5,2.5,18.3
1,3.93,17.5,5.64,24.44
1,2.3,9.5,0,10.8
1,1.8,8.5,0,9.8
1,4.61,16,4.32,21.62
2,4.1,14,0,15.3
1,3.83,15,3.26,19.56
2,1.33,6.5,0,7.8
1,1.69,8.5,1.96,11.76
1,4.77,17.5,0,18.8
1,2.69,12,2.66,15.96
2,3.66,13,0,14.3
1,1.58,7,0,8.3
1,1.13,6.5,0,7.8
5,1.65,12.5,0.5,14.3
1,11.43,32.5,0,33.8
1,2.15,11.5,0,12.8
1,0,2.5,0,3.8
1,3.12,12.5,0,13.8
1,2.09,9,2.58,12.88
1,0,5.5,0,6.8
1,2.63,10,2.26,13.56
1,2.36,10.5,2.36,14.16
2,0.57,4.5,0,5.8
1,2.11,12.5,0,13.8
1,1.75,9.5,0,10.8
1,2.07,10,3.39,14.69
1,2.26,10.5,0,11.8
1,1.28,8,0,9.3
1,0.85,5.5,0,6.8
2,4.07,17,4.58,22.88
1,1.12,6.5,0,7.8
1,6.17,19.5,5.2,26
1,5.39,19.5,4.16,24.96
1,1.35,7,1.66,9.96
1,0.64,-5.5,0,-6.8
1,4.98,17.5,4.5,23.3
1,1.78,8.5,0,9.8
1,7.43,23,3,27.3
1,1.68,8.5,0,9.8
1,1.04,6,1.46,8.76
1,0.81,5,1.89,8.19
6,3.06,16,0,17.3
1,3.27,13,0,14.3
1,1.88,8.5,1.96,11.76
1,1.44,8,0,9.3
5,3.24,13,0,14.3
1,3.56,14,1,16.3
1,1.31,8,1.86,11.16
1,0.72,6,2.19,9.49
2,3.46,14,0,15.3
1,2.5,10,0,11.3
1,1.63,7.5,1.76,10.56
1,2.31,11,5,17.3
1,1.71,8,1.86,11.16
1,5.47,18,4.82,24.12
1,0.06,2.5,0,3.8
5,2.3,12.5,0,13.8
1,3.71,16,0,17.3
5,5.67,17.5,3.76,22.56
1,1.71,8.5,0,9.8
1,5.73,21,4.46,26.76
3,1.17,6.5,1.56,9.36
2,1.53,8,0,8
1,3.57,13,2.86,17.16
1,6.67,23,0,24.3
1,5.11,18,3.86,23.16
1,2.36,10,2.26,13.56
2,6.43,23,6.08,30.38
1,0.93,6,0,7.3
1,3.17,13.5,0,14.8
1,2.46,11.5,0,12.8
1,1.07,6.5,0,7.8
1,1.37,7.5,2,10.8
1,4.36,17,0,18.3
1,2.63,10.5,2.36,14.16
1,1.72,8,1,10.3
2,11.35,31.5,7.67,46.01
2,0.68,6,1.46,8.76
1,1.74,9.5,0,10.8
2,1.5,8,0,9.3
1,1.18,7,2.08,10.38
1,2.98,12.5,0,13.8
1,5.09,20,4,25.3
1,1.03,6,0,7.3
1,2.56,10,0,11.3
1,1.2,6.5,0,7.8
1,4.22,16,0,17.3
1,6.42,22.5,4.76,28.56
1,4.07,15,2,18.3
1,2.25,11,2.46,14.76
6,0.77,5.5,1.7,8.5
1,2.47,11.5,0,12.8
2,1.4,7.5,0,8.8
5,4.11,19,0,20.3
5,0.98,5,0,6.3
2,1.31,6,0,7.3
1,0.6,4,0,5.3
2,2.37,11,0,12.3
5,6.41,21,5,27.3
1,5.39,21.5,0,22.8
1,10.31,32,0,33.3
1,0.82,5.5,0,6.8
1,0.37,3.5,0,4.8
1,3.1,12,0,13.3
1,0.12,2.5,0,3.8
1,4.13,15,3.26,19.56
1,1.77,7.5,0,8.8
1,5.95,18.5,0,19.8
1,2.4,10,0,11.3
1,9.38,28,0,29.3
2,7.81,23,0,24.3
1,1.19,6.5,0,7.8
1,1.43,6.5,0,7.8
1,0.87,6,0,7.3
1,0.48,3.5,0,4.8
1,4.31,14.5,5,20.8
1,1.98,10,2.26,13.56
1,1.1,6.5,1.17,8.97
5,1.14,6.5,0,7.8
2,4.49,17.5,5.64,24.44
1,3.02,12.5,2.76,16.56
1,0.62,4,0,5.3
1,2.11,11,0,12.3
1,0.85,5.5,0,6.8
1,2.8,11,0,12.3
1,7.3,24.5,0,25.8
1,2.72,10.5,0,11.8
2,4.38,16.5,3.56,21.36
1,1.57,9,0,10.3
1,7.16,22.5,0,23.8
1,1.87,7,0,8.3
1,0.42,3.5,0,4.8
1,0,2.5,0,3.8
1,2.06,8.5,0,9.8
1,1.78,9,0,10.3
1,1.38,7,1.24,9.54
1,3.92,17.5,0,18.8
1,0,20,0,20
1,2.31,13,0,14.3
1,1.58,9,0,10.3
1,2.12,9,0,10.3
1,1.24,6.5,0,7.8
3,0.77,5,1.26,7.56
1,1.52,7.5,0,8.8
1,2.97,12.5,0,13.8
1,0.69,6,2.19,9.49
2,6.24,19.5,4.16,24.96
1,5.13,18,0,19.3
1,7.6,25,0,31.84
1,6.88,24,0,25.3
1,1.09,6.5,0,7.8
1,0.6,5,0,6.3
1,1.48,7.5,0,8.8
2,0.76,5.5,0,6.8
1,4.19,17.5,0,18.8
1,3.91,16,0,17.3
1,5.1,17.5,3.76,22.56
5,3.37,13,2,16.3
1,0.89,5.5,1.36,8.16
1,6.33,23,0,24.3
1,1.81,9,2.06,12.36
5,3.79,14.5,3.95,19.75
1,0.61,6,1.46,8.76
5,2.44,11.5,0,12.8
1,0.39,8,0,9.3
1,2.43,11.5,2.56,15.36
1,5.55,22.5,0,23.8
1,0.65,4.5,0,5.8
1,3.25,14.5,2,17.8
1,0.5,4.5,0,5.8
1,1.16,6,0,7.3
1,3.99,16,0,17.3
1,5.36,17.5,0,18.8
1,2.69,11.5,2.56,15.36
1,2.39,11,1.84,14.14
1,2.25,9.5,0,10.8
1,1.73,8.5,0,9.8
5,3.47,17.5,0,18.8
1,5.02,18,4.97,29.81
1,0.66,4,0,5.3
1,1.55,8,0,9.3
1,2.61,10.5,0,11.8
1,5.45,18,0,19.3
1,1.13,6,0,7.3
1,2.38,11.5,2.56,15.36
1,0.49,4.5,1.45,7.25
1,2.28,10.5,0,11.8
2,3.99,14.5,3.16,18.96
1,0.89,6.5,0,7.8
1,2.17,9.5,2.16,12.96
1,0.76,5.5,1.7,8.5
1,2.37,11.5,0,12.8
1,1.47,6,1.46,8.76
1,1.14,6.5,1.56,9.36
1,5.14,17,3.66,21.96
1,2.05,10.5,0,11.8
1,1.16,6.5,0,7.8
1,3.87,16,0,17.3
1,0.89,5.5,0,6.8
2,1.26,7,2.08,10.38
1,3.16,13,0,14.3
1,4.93,15.5,0,16.8
1,1.8,9,0,10.3
2,6.72,23.5,4.96,29.76
1,1.22,6,1.46,8.76
1,6.56,20,4.26,25.56
1,1.66,9,0,10.3
1,0.69,5,0,6.3
1,0.98,6,0,7.3
1,2.12,11,0,12.3
1,1.5,9.5,2.16,12.96
2,0.66,5.5,0,6.8
1,3.54,15,0,16.3
1,1.99,12.5,2.76,16.56
5,1.67,8.5,0,9.8
2,5.86,21,5.57,33.41
1,2.93,12.5,2.76,16.56
1,0.69,6.5,0,7.8
1,7.78,23,1.7,26
1,0.57,4,0,5.3
1,6.48,20,4.26,25.56
1,0.64,4.5,0,5.8
2,1.42,7.5,0,8.8
1,5.05,21.5,3.42,26.22
1,0.15,3.5,0,4.8
1,0.83,5,0,6.3
1,0.91,5,1.26,7.56
1,2.69,13,0,14.3
1,1.4,8.5,0,9.8
1,0.68,5,1.7,8
1,1.64,9.5,2.16,12.96
1,1.63,8.5,0,9.8
1,1.5,8,0,9.3
1,2.49,11,0,12.3
1,7.14,21,4.46,26.76
1,0.93,6,0,7.3
1,2.05,10,0,11.3
1,1.93,9,0,10.3
2,4.85,18,3.86,23.16
1,1.29,8,1.86,11.16
2,3.45,15,4.08,20.38
1,1.27,6.5,0,7.8
1,2.13,9,2.58,12.88
1,3.77,16,0,17.3
1,2.72,12.5,2.76,16.56
1,4.02,15,3.26,19.56
1,1.76,9.5,0,10.8
1,2.46,13,0.08,14.38
1,2.24,10,0,11.3
1,3.66,16.5,3.56,21.36
1,3.71,14.5,3.16,18.96
1,4.44,14.5,0,15.8
1,5.67,19,0,20.3
1,7.61,26.5,0,27.8
3,1.1,7,1.66,9.96
5,0.87,5.5,0,6.8
1,2.69,13.5,0,14.8
1,0.53,4,0,5.3
6,1.32,7.5,2.64,11.44
1,3,14,0,15.3
3,2.25,9.5,0,10.8
1,1.71,8,1,10.3
1,2.51,9,3.17,19.01
1,3.89,16,0,17.3
1,1.17,9,0,10.3
1,2.82,12.5,0,13.8
1,2.48,13,2.86,17.16
2,8.34,25.5,0,26.8
1,1.91,9,0,10.3
1,2.49,10.5,0,11.8
1,1.57,7.5,0,8.8
1,1.57,8,0,9.3
1,1.38,6,0,7.3
1,5.87,19.5,0,20.8
1,2.33,10,0,11.3
1,2.85,13,2.86,17.16
1,4.81,19,4.06,24.36
3,10.1,31,6.46,38.76
1,4.35,15.5,0,16.8
2,0.43,3.5,0,4.8
2,3.92,15.5,3.36,20.16
1,4.06,16.5,0,17.8
5,1.25,7,1.66,9.96
1,3.47,16,5,22.3
1,3.96,14,0,15.3
6,2.68,12.5,0,13.8
1,8.8,25.5,0,26.8
1,0.77,4.5,0,5.8
1,0.57,4.5,0,5.8
1,3.39,14,0,15.3
2,2.03,8.5,1.96,11.76
1,1.25,7.5,0,8.8
1,1.2,6.5,0,7.8
1,7.24,26,5.46,32.76
1,2.63,11.5,2,14.8
1,0.96,6,0,7.3
1,1.65,8,1.86,11.16
1,2.25,9.5,2.7,13.5
1,4.99,19,0,20.3
2,1.2,7.5,2.2,11
1,3.09,12,3.32,16.62
1,0.72,5,0,6.3
1,5.05,22,2,25.3
2,3.09,13,0,14.3
1,1.18,6,0,7.3
4,0.92,5.5,1.36,8.16
1,3.23,13,0,14.3
1,2.88,12,0,13.3
1,1.6,8.5,0,9.8
2,5.03,19.5,0,20.8
1,2.12,9.5,2.16,12.96
1,5.16,16,0,17.3
1,0.96,5.5,0,6.8
1,2.37,12,0,13.3
5,1.66,8.5,0,9.8
1,6.24,25,6.58,32.88
1,0.99,5.5,0,6.8
3,6.46,21,0,22.3
1,5.3,18.5,3.96,23.76
5,1.33,6,0,7.3
1,1.39,8,1.86,11.16
1,1.45,8.5,1.96,11.76
1,3.34,13.5,2.96,17.76
1,1.33,7.5,1.76,10.56
1,0.9,5.5,0,6.8
1,8.53,26.5,0,27.8
1,1.75,9,0,10.3
1,12.3,33.5,0,34.8
1,0.93,6,2.19,9.49
4,3.71,13.5,2.96,17.76
5,8.35,25.5,0,26.8
1,0,2.5,0,3.8
1,6.42,21.5,5.7,28.5
1,1.51,7.5,0,8.8
1,4,15.5,0,16.8
1,2.73,10.5,4,15.8
1,1.27,6.5,0,7.8
1,1.52,7,0,8.3
1,4.04,14.5,3.16,18.96
1,0.49,4,0,5.3
1,1.87,8.5,2.45,12.25
1,2.31,10.5,2.36,14.16
1,3.97,13,0,14.3
3,0.01,52,0,52.8
1,1.54,7,2.08,10.38
1,0.03,52,0,52.8
1,1.44,6.5,0,7.8
1,3.1,14,3.06,18.36
1,2.23,9.5,2.16,12.96
1,0.84,5,0,6.3
1,0.18,3.5,0,4.8
1,2.62,10.5,2.36,14.16
1,0.8,5.5,2,8.8
1,2.85,13,2.86,17.16
1,5.65,18,0,19.3
1,4.08,13,0,14.3
5,3.08,13,0,14.3
1,0.77,4.5,3,8.8
1,2.27,10.5,0,11.8
1,0.76,4.5,0,5.8
1,3.53,17.5,4.7,23.5
1,13.43,39,0,40.3
1,4.08,17,1,19.3
5,2.42,11,0,12.3
1,1.1,6.5,0,7.8
1,1.1,5.5,0,6.8
1,3.19,14,0,15.3
3,1.41,7.5,0,8.8
1,3.11,14.5,3.16,18.96
1,7.2,22,2,25.3
1,2.9,11.5,2.56,15.36
6,1.13,6.5,0,7.8
1,1.96,8.5,0,9.8
1,1.02,5.5,0,6.8
2,7.7,23,0,24.3
1,3.39,15,0,16.3
1,4.02,16,0,17.3
1,2.81,12,0,13.3
1,1.86,8.5,1.96,11.76
1,3.7,14.5,3.16,18.96
1,1.79,10,0,11.3
1,0.87,5,0,6.3
1,0.62,5,0,6.3
1,4.73,18.5,2.2,22
1,5.31,18,3.86,23.16
1,0.75,5,0,6.3
1,3.69,14.5,0,15.8
1,1.76,11,0,12.3
1,1.26,7,1,9.3
1,1.02,6,0,7.3
1,0.7,5,0,6.3
1,1.95,9,2.58,12.88
1,5.44,19.5,4.16,24.96
1,1.98,11,0,12.3
1,10.34,34,7.06,42.36
5,3.04,13.5,0,14.8
1,0.96,6,1,8.3
1,0.22,5,0,6.3
1,3.81,13.5,3.7,18.5
1,0.73,5.5,0,6.8
2,4.78,19.5,0,20.8
4,2.55,13,0,14.3
6,2.02,8.5,2.94,12.74
1,4.56,15,3.26,19.56
2,1.18,6.5,0,7.8
1,0.46,8.5,0,9.8
1,1.99,7.5,1.2,10
2,11.71,36,0,37.3
1,2.68,12,2.66,15.96
1,3.91,15.5,0,16.8
1,2.78,11,1,13.3
2,0.91,8.5,0,9.8
1,0.32,4,0,5.3
1,3.19,14.5,2,17.8
1,1.12,6.5,0,7.8
1,2.07,13,0,14.3
1,1,6,1.82,9.12
1,2.01,8.5,0,9.8
1,2.56,10,0,11.3
1,4.11,16.5,0,17.8
5,2.01,11.5,0,12.8
5,2.78,12.5,2.76,16.56
1,0.81,5.5,0,6.8
2,0.07,2.5,0,3.8
5,3.88,14.5,0,15.8
1,6.53,23,4.86,29.16
1,4.44,17.5,5.64,24.44
1,4.16,18,4.82,24.12
6,2.56,10.5,0,11.8
1,4.66,21,0,22.3
1,5.06,19.5,6.58,32.92
1,0.75,5.5,1.36,8.16
1,3.81,15,0,16.3
1,3.57,14,0,15.3
1,1.22,6.5,1,8.8
1,4.83,17,0,18.3
1,6.06,20.5,0,21.8
1,0.86,6,1.82,9.12
1,4.7,16.5,5.34,23.14
6,12.02,34.5,0,35.8
1,3.7,17,0,18.3
1,1.07,5.5,1.36,8.16
1,3.63,15,0,16.3
1,3.06,13.5,2.96,17.76
5,3.6,13.5,0,14.8
1,0.73,4.5,0,5.8
1,3.22,13,0,14.3
1,2.12,8,0,9.3
1,3.61,14,0,15.3
1,7.67,24.5,0,25.8
1,5.78,35,0,35
2,1.1,6,0,7.3
1,6.39,21,0,22.3
1,1.08,6,1.46,8.76
1,1.39,8.5,0,9.8
1,2.77,13,0,14.3
1,5.33,20.5,0,21.8
1,1.7,8.5,0,9.8
5,1.93,8,0,9.3
1,1.7,9,0,10.3
1,4.1,16.5,0,17.8
1,1.94,10,0,11.3
5,8.35,27.5,7.2,36
1,2.71,11,3.69,15.99
2,2.19,11.5,0,12.8
1,2.8,14.5,3.95,19.75
1,2.3,12,3.32,16.62
1,1.08,5.5,0,6.8
6,2.6,11,0,12.3
1,4.45,17,0,18.3
1,1.94,8,0,9.3
1,12,34.5,0,35.8
1,1.2,6.5,0,7.8
1,1.44,7.5,0,8.8
2,1.85,8.5,1.96,11.76
1,3.85,15,0,16.3
1,0.83,6.5,0,7.8
1,2.99,12,2.66,15.96
5,1.57,9,0,10.3
1,2.7,11.5,0,12.8
1,3.56,15.5,0,16.8
2,14.3,41,5.74,53.58
1,5.51,21.5,4.56,27.36
1,4.99,18,0,19.3
1,0.64,5,0,6.3
1,1.81,9,0,10.3
1,1.23,8,0,9.3
1,2.32,10.5,0,11.8
1,2.07,10,2.26,13.56
1,1.62,9,2.06,12.36
1,2.33,12,2.66,15.96
1,5.25,22.5,0,23.8
1,1.69,9,0,10.3
1,4.96,15,0,16.3
1,0.73,5.5,0,6.8
1,0.79,5,0,6.3
1,1.04,6,0,7.3
1,9.4,28.5,0,29.8
1,3.08,13.5,2.96,17.76
1,6.58,24,2,27.3
1,0.64,4.5,1.16,6.96
1,1.05,5.5,1.7,8.5
1,1.99,9,2.06,12.36
2,3.58,14,0,15.3
1,1.37,7,0,8.3
1,13.38,38.5,7.96,47.76
1,1.44,6.5,0,7.8
1,0.62,4.5,1.74,7.54
4,0.87,6,0,7.3
1,4.53,16.5,0,17.8
1,2.02,9.5,0,10.8
1,2.42,12,0,13.3
1,8.89,28,5.86,35.16
6,8.49,26,0,27.3
2,5.32,19.5,0,20.8
1,4.43,17,0,18.3
1,1.79,7.5,1,9.8
1,2.72,11.5,3.2,16
3,1.39,8.5,0,9.8
1,0.98,7.5,0,8.8
1,8.95,28.5,7.45,37.25
5,4.59,17.5,0,18.8
1,0.21,3,0,4.3
1,5.89,20.5,4.36,26.16
1,1.67,7.5,0,8.8
1,2.44,10.5,0,11.8
1,0,4,0,5.3
2,3.01,13,0,14.3
1,1.86,9,0,10.3
1,1.63,7.5,0,8.8
1,1.66,8.5,0,9.8
1,4.65,22,0,23.3
3,1.13,6,0,7.3
1,1.97,9,2.06,12.36
5,1.7,9,1,11.3
1,0.88,5.5,0,6.8
1,5.13,19.5,0,20.8
1,0.05,52,0,52.8
1,1.94,9,0,10.3
1,2.19,10.5,2.36,14.16
1,5.32,17.5,0,18.8
1,2.57,10,0,11.3
1,3.19,11.5,0,12.8
1,3.13,13.5,2.96,17.76
1,1.58,8,1.86,11.16
1,2.46,9.5,2.16,12.96
5,6.88,23,7.46,37.3
1,6.59,20.5,0,21.8
3,4.93,18,0,24.84
1,1.98,9.5,0,10.8
1,2.14,9,2.06,12.36
1,7.06,27,3,31.3
2,1.64,7.5,0,8.8
1,2.1,10,0,11.3
2,6.96,26,5.46,32.76
2,0.81,5.5,0,6.8
1,2.25,11,3.08,15.38
1,0.8,6,2.19,9.49
1,1.88,10,0,11.3
1,9.35,28,8.79,38.09
1,7.12,25.5,5.36,32.16
1,2.48,12,0,13.3
1,3.65,14.5,0,15.8
6,0.61,5.5,0,6.8
1,3.59,14,0,15.3
1,1.92,9.5,2.16,12.96
1,0.98,5,0,6.3
1,3.18,12,0,13.3
1,1.32,6.5,0,7.8
1,1.17,7,0,8.3
5,2.31,10.5,2.36,14.16
1,2.31,10.5,2.36,14.16
1,2.1,12,2.66,15.96
1,0.68,4.5,0,5.8
1,3.57,13.5,2.96,17.76
1,2.03,11,0,12.3
1,1.98,10,2.26,13.56
1,2.9,11.5,0,12.8
5,1.87,8.5,1.7,11.5
1,4.98,19,5.08,25.38
1,3.72,13,2.86,17.16
3,0.79,4.5,0,5.8
1,0.69,5,1,7.3
1,2.28,11,2.46,14.76
1,3.61,18.5,3.96,23.76
3,0.84,5.5,0,6.8
1,3.85,17.5,2,20.8
2,8.31,29,9.09,39.39
1,4.1,17,0,18.3
6,0.7,5.5,1.36,8.16
1,4.46,15,0,16.3
1,0.68,4.5,1.16,6.96
1,1.38,7.5,0,8.8
1,2.7,12.5,0,13.8
1,3.22,13.5,3.7,18.5
5,1.88,8,1.86,11.16
5,1.7,8.5,0,9.8
1,0.31,3,0,4.3
3,3.12,12.5,3.45,17.25
1,0.96,9,0,10.3
1,2.36,10.5,0,11.8
1,5.56,22.5,0,23.8
1,1.12,7,1.66,9.96
1,1.39,7.5,0,8.8
1,1.63,6.5,0,7.8
1,11.42,33,0,34.3
1,1.18,6.5,0,7.8
1,2.27,12,3.32,16.62
1,5.44,20.5,4.36,26.16
1,0.95,5,0,6.3
1,2.36,10.5,2.36,14.16
1,8.63,29,5,40.84
2,2.51,11,0,12.3
1,3.83,16.5,2,19.8
6,0,16,0,17.3
1,0.52,5,1.26,7.56
2,1.68,8,0,9.3
1,3.68,14,0,15.3
5,1.08,6,0,7.3
2,0.88,6,0,7.3
1,1.96,9.5,0,10.8
1,1.25,7,0,8.3
6,1.51,9,0,10.3
6,2.67,11,0,12.3
3,1.29,7,0,8.3
1,1.22,10,0,10
1,13.07,36.5,3,40.8
1,3.08,13.5,0,14.8
1,2.01,9,0,10.3
1,11.64,37,7.66,45.96
1,5.2,18,0,19.3
1,4,14.5,0,15.8
5,1.49,6.5,0,7.8
1,0.86,5,0,6.3
5,3.69,15.5,0,16.8
3,4.31,17.5,0,18.8
1,5.72,20,0,21.3
1,0.92,6,0,7.3
2,4.78,19.5,3.5,24.3
1,1.85,9.5,0,10.8
5,3.03,10.5,2.36,14.16
1,0.99,6.5,1.56,9.36
1,0.96,6.5,0,7.8
1,4.13,16,3.46,20.76
1,1.58,8.5,0,9.8
5,1.85,8.5,0,9.8
1,2.61,11,0,12.3
3,0.78,5,0,6.3
1,0.78,7.5,1.76,10.56
1,0.72,5.5,0,6.8
1,2.65,12.5,0,13.8
1,0.09,3,0,4.3
5,4.39,15,0,16.3
1,2.68,12.5,0,13.8
1,6.82,21.5,4.56,27.36
1,2.37,12,2.66,15.96
1,2.92,12.5,0,13.8
1,1.7,8,2.32,11.62
2,2.93,13.5,0,14.8
1,2.16,9.5,0,10.8
3,12.54,35.5,5.52,42.32
1,0.9,6,0,7.3
1,3.13,11,0,12.3
1,1.39,6.5,0,7.8
1,6.65,25.5,6.7,33.5
1,1.91,8,0,9.3
1,4.68,15,0,15
1,1.45,8,0,9.3
2,7.97,24,0,25.3
1,1.59,8.5,0,9.8
1,0.75,4.5,0.5,6.3
1,3.29,12,1,14.3
1,7.72,23,4.86,29.16
1,2.98,11,2.46,14.76
1,1.53,8.5,0,9.8
1,3.67,18,2,21.3
1,8.35,26,2.7,30
1,0.99,5,0,6.3
1,3.48,15,2,18.3
1,2.01,9.5,2.16,12.96
6,2.37,12,0,13.3
1,3.32,14.5,0,15.8
1,3.74,16,3.46,20.76
1,10.7,32.5,0,39.34
1,3.24,13.5,0,14.8
1,0.81,5.5,0,6.8
1,1.62,8.5,0,9.8
5,3.07,12,3,16.3
1,3.52,15.5,0,16.8
1,2.24,12.5,0,13.8
1,3.47,11.5,3.84,16.64
2,3.86,15,0,16.3
1,4.52,17,3.66,21.96
1,0.45,3.5,0.24,5.04
1,1.96,9.5,2.16,12.96
1,0,27,0,27
5,6.59,20.5,0,21.8
1,3.78,15.5,0,16.8
5,2.33,10.5,0,11.8
5,7.72,25.5,0,26.8
1,4.51,16.5,0,17.8
3,1.14,7,0,8.3
1,10.87,32,6.66,39.96
1,5.59,20,0,21.3
1,1.37,7.5,0,8.8
1,2.81,11.5,0,12.8
1,3.8,14.5,3.95,19.75
1,0.98,6,0,7.3
6,3.2,11.5,0,12.8
1,4.27,19.5,0,20.8
1,1.81,8,0,9.3
1,2.26,10.5,2.36,14.16
1,1.99,10.5,0,11.8
1,8.16,26,0,27.3
1,3.63,13.5,0.2,15
1,4.04,17.5,0,18.8
1,0.14,21,0,21.8
1,0.54,4.5,0,5.8
2,4.47,19,4.06,24.36
2,1.08,6.5,0,7.8
1,3.2,13.5,4.44,19.24
1,5.98,21,4.46,26.76
1,1.09,6.5,1,8.8
1,3.08,13,0,14.3
1,2.42,10,0,11.3
1,1.42,7,2,10.3
1,5.12,21,5.58,27.88
1,1.04,6.5,1.95,9.75
1,6,22.5,0,23.8
1,0.64,4.5,1.74,7.54
5,1.64,10.5,0,11.8
6,0.62,4.5,0,5.8
1,1.5,6.5,2.34,10.14
1,0.65,5,1.26,7.56
1,1.11,6.5,0,7.8
1,2.4,11,0,12.3
1,2.76,11,2.2,13.2
1,0.36,35,0,35
2,10.44,31,0,32.3
1,2.43,10,0,11.3
1,0.99,5.5,0,6.8
1,0.7,5,0,6.3
1,1.71,8.5,0,9.8
1,1.1,6.5,0,7.8
1,3.66,14.5,0,15.8
1,2.61,12,1.6,14.9
1,2.07,9,2.06,12.36
1,1.1,6,0,7.3
6,0.55,5,1.26,7.56
1,1.12,6.5,0,7.8
1,5.9,23.5,0,24.8
1,6.75,21.5,0,22.8
1,6.54,22,4.66,27.96
1,7.48,22,4.66,27.96
1,5.51,22,0,23.3
2,6.28,23.5,0,24.8
1,1.41,6,1.46,8.76
1,3.99,16,3.46,20.76
2,1.07,6.5,0,7.8
1,4.71,21.5,2,24.8
1,5.47,19,0,20.3
1,1.85,9,0,10.3
1,4.32,16,3.46,20.76
1,1.32,6.5,3,10.8
3,2.91,14.5,3.16,18.96
1,2.36,10,3.39,14.69
1,0.7,5.5,0,6.8
1,1.55,7,0,8.3
6,1.28,5.5,1.36,8.16
1,7.48,22,1,24.3
1,1.51,7,0,8.3
1,1.61,7.5,0,8.8
1,5.11,19,4.06,24.36
1,5.47,16.5,0,17.8
1,3.05,12.5,3.45,17.25
2,1.36,6,0,7.3
1,3.46,14,3.06,18.36
1,3.21,11.5,0,12.8
1,2.17,11,0,12.3
1,0.82,5,0,6.3
2,0.04,2.5,0,3.8
1,1.19,6,0,7.3
2,1.18,6.5,0,7.8
1,11.82,35.5,6,42.8
1,0.65,5,0,6.3
1,0.93,6,0,7.3
1,0.89,5.5,0,6.8
1,4.72,16.5,0,17.8
1,0,15,0,15
1,0.64,4.5,0,5.8
1,1.37,6.5,1.95,9.75
1,1.38,7.5,1.76,10.56
1,4.11,18,0,19.3
1,1.85,13.5,3.7,18.5
1,1.57,8,2.7,12
1,9.25,28.5,5.96,35.76
1,2.23,10,3.39,14.69
1,1.04,7,1.66,9.96
1,1.97,9,0,10.3
1,3.38,13,0,14.3
2,5.61,18.5,0,19.8
1,3.5,11.5,0,12.8
2,3.55,13.5,0,14.8
5,0.82,4.5,0,5.8
1,3.78,15.5,3.36,20.16
5,12.24,37,7,50.84
2,3.55,15,0,16.3
1,2.12,8.5,2,11.8
1,6.44,20.5,4.36,26.16
1,1.43,7.5,1.76,10.56
1,3.94,16.5,0,17.8
1,1.03,7,0,8.3
1,1.53,7,0,8.3
1,2.11,11,0,12.3
1,2.82,13.5,2.96,17.76
1,1.43,7,1.66,9.96
1,3.25,15.5,0,16.8
1,6.4,23,3,27.3
1,3.05,13.5,2,16.8
1,0.69,4.5,0,5.8
1,1.74,9,0,10.3
